wallet,name,score,pass,fail_reasons,trades_n,episodes_n,closed_n,open_n,history_days,days_since_last,roi_copy,roi_trimmed,t_stat,winrate,roi_hold,roi_wallet,roi_half1,roi_half2,roi_last30,max_dd_stakes,conc_p95,conc_max,median_hold_h,both_sides_share,snipe_share,live_share,median_volume,share_entry_ge90,share_entry_lt10,profit_share_ge90,profit_share_lt10,profit_share_top1,short_crypto_share,edge_all,exit_value_add,size_signal,trades_truncated,top_category,top_segments,approved_segments
0xf5fe759cece500f58a431ef8dacea321f6e3e23d,Stavenson,1.7849,False,concurrency_p95>8,1024,538,210,326,332.6,0.2,2.5582,1.7849,6.54,0.662,2.2074,2.1044,0.0316,5.0848,0.4573,8.85,307.0,328,17.13,0.019,0.0,0.207,132045,0.19,0.329,0.266,0.069,0.111,0.0,0.1155,0.8885,-4.6166,False,Sports,"Sports / price=0.00-0.10 (n=69, roi=+6.32) | Sports / Tennis / price=0.00-0.10 (n=56, roi=+6.98) | Sports / Tennis / pre (n=124, roi=+3.89)","Sports / price=0.00-0.10 (n=69, roi=+6.32) | Sports / Tennis / price=0.00-0.10 (n=56, roi=+6.98) | Sports / Tennis / pre (n=124, roi=+3.89) | Sports / Tennis / type=moneyline (n=127, roi=+3.82) | Sports / Tennis (n=159, roi=+3.11) | Sports (n=209, roi=+2.57)"
0x2664fb14b922ab0d35c739db8af24b6bd93053f8,eren50,1.1361,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,1297,1115,1111,4,336.2,0.1,-0.3648,-0.4094,-16.65,0.471,-0.3652,-0.3646,-0.1479,-0.5813,-0.6835,408.67,23.0,40,16.35,0.07,0.0,0.042,338544,0.152,0.332,0.037,0.0,0.013,0.004,-0.0224,0.0031,0.647,False,Sports,"Sports / Basketball / price=0.10-0.30 (n=7, roi=+0.14) | Sports / price=0.10-0.30 (n=10, roi=+0.07) | Sports / price=0.70-0.90 (n=244, roi=-0.02)",
0xd498f2d1ae092dfc39088343f6d4e9219c7780ae,P-J,0.4388,False,closed<50;concurrency_p95>8,169,37,36,1,419.6,0.2,0.6354,0.5462,2.41,0.694,0.6737,0.4267,0.7387,0.5322,0.5264,2.16,12.0,13,256.17,0.028,0.0,1.0,143737,0.278,0.167,0.005,0.0,0.238,0.0,0.2247,-0.1061,0.7322,False,Politics,"Politics (n=26, roi=+0.59) | Politics / price=0.10-0.30 (n=6, roi=+1.02) | Politics / Thailand-Cambodia (n=7, roi=+0.67)",
0xfc0f1200bee4c176a468eb26ce6b5584fe30c1e6,market3,0.4188,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;profit_from<0.10;top1_concentration;drawdown;unstable_halves,525,279,279,0,94.0,0.2,-0.3262,-0.4619,-5.44,0.272,-0.2871,-0.3312,-0.3237,-0.3288,-0.3445,99.39,30.0,34,15.47,0.015,0.0,0.527,11243,0.122,0.305,0.004,0.351,0.351,0.032,-0.0111,-0.1214,0.2363,False,Sports,"Crypto / Up/Down short (n=9, roi=+0.09) | Crypto / Up/Down short / type=updown (n=9, roi=+0.09) | Crypto / price=0.10-0.30 (n=4, roi=+0.11)",
0x2d44274747466c0936c3e01d5a5ad6c260d97023,FuuUuUu,0.3236,False,low_liquidity,412,250,247,3,149.9,0.3,0.6888,0.3236,4.44,0.899,0.6379,0.6537,0.6496,0.7276,0.8831,3.22,4.0,6,10.32,0.025,0.0,0.947,7541,0.324,0.097,0.147,0.112,0.045,0.0,0.1348,0.1609,-1.1012,False,Sports,"Sports / price=0.00-0.10 (n=24, roi=+2.63) | Sports / Other sport / price=0.00-0.10 (n=24, roi=+2.63) | Sports (n=246, roi=+0.69)","Sports (n=246, roi=+0.69) | Sports / Other sport (n=246, roi=+0.69) | Sports / Other sport / type=binary (n=246, roi=+0.69) | Sports / Other sport / live (n=233, roi=+0.69) | Sports / Other sport / Panama Daily Weather (n=45, roi=+0.80) | Sports / Other sport / Sao Paulo Daily Weather (n=67, roi=+0.47)"
0x9188ed4147f56a7dbf0c5b299be00e1d1072e046,LuckySo,0.2644,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,236,143,139,4,776.8,0.2,-0.34,-0.549,-2.89,0.245,-0.3069,-0.332,-0.0312,-0.6445,-0.4851,51.92,9.0,12,68.93,0.014,0.0,0.63,517592,0.014,0.324,0.012,0.0,0.198,0.122,-0.0082,-0.2003,0.278,False,Sports,"Crypto / All (n=1, roi=-0.14) | Crypto / All / ? (n=1, roi=-0.14) | Crypto / All / type=binary (n=1, roi=-0.14)",
0x653e1e61a51e2ee4ba1e7ff934b4ea994bbfbbc0,Leslielin,0.263,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,2275,1042,1011,31,426.2,0.1,-0.1869,-0.3611,-4.37,0.366,-0.1782,-0.1873,-0.1897,-0.1842,-0.6774,200.92,32.0,36,9.15,0.012,0.0,0.06,82900,0.005,0.052,0.0,0.001,0.059,0.0,-0.0509,-0.0771,-0.0166,False,Esports,"Esports / Esports / type=binary (n=15, roi=+0.16) | Esports / Esports / ? (n=14, roi=+0.15) | Sports / Soccer / type=soccer_team_to_advance (n=3, roi=-0.06)",
0x88eec58b3e9b13487605da83970467f87b983e8b,Melisa028,0.2515,False,low_liquidity;profit_from<0.10;drawdown,1121,470,466,4,177.8,0.2,0.8167,0.2515,3.2,0.472,0.7228,0.7608,0.9553,0.6782,-0.3394,12.0,5.0,8,11.34,0.002,0.0,0.953,14108,0.0,0.296,0.0,0.321,0.072,0.002,0.0806,0.1081,-0.1471,False,Sports,"Sports / price=0.00-0.10 (n=138, roi=+1.60) | Sports / Other sport / price=0.00-0.10 (n=138, roi=+1.60) | Sports / Other sport / live (n=443, roi=+0.86)","Sports / price=0.00-0.10 (n=138, roi=+1.60) | Sports / Other sport / price=0.00-0.10 (n=138, roi=+1.60) | Sports / Other sport / live (n=443, roi=+0.86) | Sports (n=465, roi=+0.82) | Sports / Other sport (n=465, roi=+0.82) | Sports / Other sport / type=binary (n=465, roi=+0.82)"
0x6a069dae3165b6954c2d078a07f884fc1a9931d8,guguettaa,0.2366,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,3167,1829,1817,12,299.7,0.1,-0.1454,-0.2839,-5.0,0.456,-0.1462,-0.163,-0.0941,-0.1966,-0.4091,265.18,171.0,222,3.47,0.054,0.001,0.779,132737,0.065,0.161,0.036,0.003,0.019,0.004,-0.0169,0.0009,0.3152,False,Esports,"Esports / Esports / pre (n=35, roi=+0.22) | Esports / Esports / type=lol_penta_kill (n=3, roi=+0.48) | Sports / Other sport / Chengdu Daily Weather (n=9, roi=+0.14)",
0x4581c1926fabfabb6d1ada38e7d1d1587ac391f9,23vInc,0.2313,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,1665,878,853,24,204.6,0.0,-0.17,-0.3297,-4.21,0.42,-0.1456,-0.1719,-0.2889,-0.0514,-0.1037,145.01,39.0,48,16.8,0.015,0.0,0.703,9754,0.093,0.104,0.03,0.031,0.044,0.0,-0.0297,-0.0639,0.2687,False,Sports,"Sports / Other sport / Austin Daily Weather (n=22, roi=+0.13) | Sports / Other sport / Singapore Daily Weather (n=2, roi=+0.30) | Sports / Other sport / Wuhan Daily Weather (n=17, roi=+0.08)",
0xb4b513bc48279ad795eefedf204aef3936ec1bd4,,0.2272,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,1914,1205,1181,24,99.0,0.1,-0.1583,-0.3952,-3.45,0.323,-0.1984,-0.1641,-0.1707,-0.1458,-0.6017,191.48,46.0,58,5.38,0.023,0.0,0.288,599909,0.002,0.204,0.002,0.062,0.024,0.036,-0.0253,0.164,0.0807,False,Sports,"Esports (n=54, roi=+0.11) | Esports / Esports (n=54, roi=+0.11) | Esports / Esports / type=moneyline (n=53, roi=+0.10)",
0x20cb0238e2f7f376a3cb493f6677f44a0456e9ec,Eltimes,0.2078,False,closed<50;roi_copy<=0;t<2.0;top1_concentration;drawdown;unstable_halves,65,34,28,6,242.9,0.2,-0.4137,-0.4968,-2.51,0.321,-0.3869,-0.4157,-0.5127,-0.3147,-0.4137,11.58,6.0,7,2.61,0.03,0.0,0.579,2377571,0.071,0.25,0.076,0.0,0.354,0.0,-0.0683,-0.2513,0.0025,False,Sports,"Politics / Trump / type=negrisk (n=1, roi=-0.38) | Politics / Trump / price=0.50-0.70 (n=1, roi=-0.38) | Sports / Soccer / type=both_teams_to_score_first_half (n=1, roi=-0.39)",
0x68cf12e1d34ab9cc170a79b035c1bbda3c1a9b9c,Nanhorix,0.2069,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,4891,2894,2881,13,208.9,0.0,-0.1074,-0.2411,-5.15,0.388,-0.1175,-0.1098,-0.1162,-0.0987,-0.0667,315.34,30.0,57,9.67,0.002,0.0,0.649,12757,0.053,0.11,0.022,0.013,0.021,0.092,-0.0115,0.0168,0.0622,False,Sports,"Sports / Other sport / Dallas Daily Weather (n=78, roi=+0.14) | Sports / Other sport / Warsaw Daily Weather (n=55, roi=+0.08) | Sports / Other sport / Karachi Daily Weather (n=13, roi=+0.11)",
0x06778506d3e6fd8b7a9d7a70e05ea6ba7fa02a28,pashybk,0.196,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,1633,1362,871,491,328.0,0.0,-0.1732,-0.3294,-3.57,0.371,-0.2441,-0.171,-0.3577,0.0108,-0.1025,166.37,459.0,491,3.69,0.002,0.0,0.429,169648,0.0,0.106,0.0,0.2,0.085,0.0,-0.0651,0.1441,0.1297,False,Sports,"Other (n=12, roi=+1.51) | Other / ? (n=10, roi=+1.62) | Other / ? / ? (n=10, roi=+1.62)",
0xc7e449870ca88611d535d6c5495a447a806cd1f7,Wowok,0.195,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,2063,1142,1123,19,281.1,0.1,-0.1459,-0.3,-3.9,0.361,-0.2228,-0.1659,-0.19,-0.1019,-0.121,166.92,19.0,24,3.83,0.026,0.002,0.868,337751,0.01,0.199,0.007,0.068,0.058,0.094,-0.0199,0.1435,0.2952,False,Sports,"Sports / Soccer / type=moneyline (n=95, roi=+0.22) | Sports / Soccer / UEFA Champions League 2025 (n=5, roi=+0.48) | Sports / Basketball / price=0.30-0.50 (n=50, roi=+0.07)",
0x8eac7e280c27d0a5ec8ee18b7294b404f6c2db7a,new-luck,0.1896,False,roi_copy<=0;t<2.0;concurrency_p95>8;both_sides;top1_concentration;drawdown;unstable_halves,997,185,182,3,233.0,0.1,-0.239,-0.3427,-3.32,0.423,-0.2579,-0.245,-0.1541,-0.3239,-0.3357,54.58,80.0,84,55.94,0.321,0.0,0.745,281998,0.082,0.082,0.007,0.0,0.302,0.159,-0.0568,0.0929,0.1616,False,Finance,"Sports / logan paul / price=0.10-0.30 (n=2, roi=+0.02) | Sports / logan paul (n=7, roi=-0.03) | Sports / logan paul / ? (n=7, roi=-0.03)",
0xbe545a6f9262463e5e2cfcc9851d5199c4d1d2e3,0xbE545a6F9262463e5E2cFCC9851D5199c4D1D2e3-1760032220522,0.1864,False,roi_copy<=0;t<2.0;concurrency_p95>8;both_sides;drawdown;unstable_halves,5012,1314,1294,20,348.3,0.3,-0.1263,-0.2022,-5.53,0.461,-0.0925,-0.1056,-0.1445,-0.1082,-0.0512,163.53,32.0,42,2.34,0.268,0.001,0.845,481528,0.026,0.056,0.004,0.02,0.09,0.074,-0.0188,-0.0471,-0.0045,False,Sports,"Sports / Soccer / Bundesliga 2025 (n=15, roi=+0.08) | Sports / Basketball / pre (n=46, roi=+0.04) | Sports / Soccer / type=soccer_halftime_result (n=8, roi=+0.02)",
0x1fc46eb3939bb1f77698d326609586e4daa17ae7,0x1fC46eb3939bB1f77698D326609586E4DAA17AE7-1771437801102,0.1823,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,3073,1382,1376,6,199.5,0.1,-0.1252,-0.2264,-4.83,0.462,-0.0948,-0.1462,-0.1337,-0.1167,0.112,178.91,25.0,43,5.16,0.076,0.0,0.641,53758,0.118,0.089,0.061,0.003,0.029,0.003,-0.0156,-0.0717,0.1496,False,Sports,"Sports / Tennis / price=0.10-0.30 (n=11, roi=+0.23) | Sports / Tennis / League of Legends (n=6, roi=+0.25) | Sports / Tennis (n=55, roi=+0.08)",
0x4a1b8e8d38aecdc9687bb0f601801d59fa44724f,ox1star84,0.1814,True,,125,102,99,3,377.0,0.4,0.1848,0.1814,3.04,0.838,0.1851,0.1846,0.1529,0.2161,0.062,4.65,4.0,6,11.37,0.0,0.0,0.234,286309,0.061,0.0,0.011,0.0,0.097,0.0,0.118,-0.0032,-0.0534,False,Sports,"Sports (n=95, roi=+0.18) | Sports / MMA/Boxing (n=87, roi=+0.19) | Sports / MMA/Boxing / UFC (n=84, roi=+0.18)","Sports (n=95, roi=+0.18) | Sports / MMA/Boxing (n=87, roi=+0.19) | Sports / MMA/Boxing / UFC (n=84, roi=+0.18) | Sports / MMA/Boxing / pre (n=66, roi=+0.20) | Sports / MMA/Boxing / type=moneyline (n=80, roi=+0.16) | Sports / MMA/Boxing / price=0.70-0.90 (n=51, roi=+0.17)"
0xc68603e0fa68857282c1119c6cbcfc20fa2d5a55,Nmcp,0.1658,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,6947,4777,4777,0,249.5,0.3,-0.0789,-0.2786,-3.57,0.341,-0.0519,-0.0791,-0.1005,-0.0572,-0.4826,389.23,22.0,36,3.39,0.001,0.0,0.907,17389,0.0,0.059,0.0,0.03,0.006,0.0,-0.0173,-0.0813,0.0864,False,Sports,"Sports / Soccer / Club Friendlies (n=14, roi=+0.48) | Sports / Soccer / Fifa Friendly (n=111, roi=+0.16) | Sports / Other sport / Chinese Super League (n=72, roi=+0.17)",
0x1d0aaf736915c4bbb39341fe8a2c6dca3b73ea32,skinnylegend12,0.162,False,roi_copy<=0;t<2.0;concurrency_p95>8;hold<1h;both_sides;drawdown;unstable_halves,10500,5708,5676,32,125.6,0.0,-0.0721,-0.2946,-3.3,0.282,-0.0432,-0.0472,-0.0645,-0.0797,0.0148,463.42,28.0,37,0.94,0.109,0.0,0.973,69311,0.0,0.094,0.0,0.056,0.01,0.362,-0.0081,-0.0939,-0.0716,True,Sports,"Sports / Soccer / ATP (n=50, roi=+0.20) | Sports / Soccer / price=0.10-0.30 (n=123, roi=+0.04) | Sports / Soccer / price=0.30-0.50 (n=59, roi=+0.03)",
0x4bba295eeac984ace1f8bb6c81d24f49699dcf14,cute2212,0.1616,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,2382,1094,1078,16,344.0,0.1,-0.1318,-0.2155,-4.5,0.506,-0.1355,-0.1322,-0.0447,-0.219,-0.273,146.29,24.0,29,17.05,0.011,0.0,0.034,95260,0.002,0.015,0.0,0.0,0.019,0.007,-0.0572,0.0956,0.0801,False,Sports,"Sports / Soccer / price=0.30-0.50 (n=40, roi=+0.16) | Sports / price=0.30-0.50 (n=75, roi=+0.06) | Sports / Soccer / Serie A 2025 (n=53, roi=+0.03)",
0x78ed8966161ea0a22f0719b9c04391c6ac22ab3a,ViataBateFilmul,0.1574,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,2932,917,892,25,120.6,0.1,-0.1592,-0.4869,-1.94,0.26,-0.1913,-0.2615,-0.0168,-0.3015,-0.6238,179.4,39.0,46,21.16,0.012,0.0,0.629,23744,0.001,0.308,0.0,0.088,0.155,0.027,-0.0185,0.0889,0.5251,False,Sports,"Politics / Trump / Trump insult on (n=16, roi=+0.50) | Sports / Other sport / live (n=365, roi=+0.07) | Sports / Other sport / Chengdu Daily Weather (n=2, roi=+0.85)",
0x2f017a99ea9531a4d7760e67f0ce3b17982afa78,SevenTons,0.1565,False,closed<50;t<2.0;concurrency_p95>8;top1_concentration,663,373,16,351,175.5,0.2,0.3584,0.3584,1.31,0.688,0.2199,0.3266,0.2963,0.4204,0.3584,1.0,339.0,357,4.39,0.019,0.0,0.5,39624,0.0,0.062,0.0,0.0,0.615,0.0,0.1186,0.2584,-0.4169,False,Sports,"Sports (n=9, roi=+0.35) | Esports / Esports / pre (n=6, roi=+0.42) | Esports (n=7, roi=+0.37)",
0x2ffd00d41908e377968e9d42351c652e1b09e7c6,0x2fFD00D41908E377968e9d42351C652E1b09E7C6-1765509408610,0.1462,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,1437,921,915,6,285.2,0.1,-0.1341,-0.2749,-3.19,0.379,-0.1383,-0.1319,-0.0813,-0.1868,-0.1153,131.54,114.0,142,17.25,0.095,0.0,0.591,18367,0.0,0.052,0.0,0.007,0.037,0.131,-0.0312,0.4193,0.0849,False,Sports,"Sports / Baseball (n=39, roi=+0.17) | Sports / Baseball / MLB (n=39, roi=+0.17) | Sports / Baseball / type=moneyline (n=39, roi=+0.17)",
0x300d12ecde8020cea041c979d5f3963fe1ab978f,HODLStrong,0.1378,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,4945,1243,1238,5,292.1,0.3,-0.1214,-0.2228,-3.71,0.51,-0.0723,-0.1281,-0.1714,-0.0714,0.058,167.1,109.0,149,6.29,0.098,0.002,0.412,13785,0.174,0.101,0.017,0.009,0.065,0.046,-0.0074,-0.1402,0.108,False,Sports,"Politics / Trump Monthly Mentions (n=2, roi=+0.77) | Politics / Trump Monthly Mentions / Trump Monthly Mentions (n=2, roi=+0.77) | Politics / Trump Monthly Mentions / type=binary (n=2, roi=+0.77)",
0x76e0b6364bd6451b02373c801baa8b74283a3488,RNGLuck,0.1348,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,4099,1251,1240,11,253.2,0.2,-0.1111,-0.2985,-2.71,0.369,-0.1022,-0.0447,-0.1168,-0.1054,-0.2709,139.78,16.0,19,2.91,0.024,0.0,0.724,610791,0.0,0.073,0.0,0.047,0.026,0.002,-0.021,-0.0267,-0.2301,False,Sports,"Sports / Baseball / price=0.00-0.10 (n=20, roi=+0.33) | Sports / Baseball / live (n=366, roi=+0.05) | Sports / Baseball / type=moneyline (n=454, roi=+0.03)",
0xd1156233fca80629cbf6ce80d86a019e04e74906,ducky77,0.1346,False,concurrency_p95>8;low_liquidity,1017,714,713,1,119.8,0.2,0.1189,0.1346,7.78,0.923,0.1196,0.1187,0.0629,0.1747,0.2592,2.42,16.0,34,11.34,0.006,0.0,1.0,9922,0.403,0.003,0.068,0.0,0.055,0.0,0.082,-0.0041,0.0888,False,Sports,"Sports (n=713, roi=+0.12) | Sports / Other sport (n=713, roi=+0.12) | Sports / Other sport / type=binary (n=713, roi=+0.12)","Sports (n=713, roi=+0.12) | Sports / Other sport (n=713, roi=+0.12) | Sports / Other sport / type=binary (n=713, roi=+0.12) | Sports / Other sport / live (n=713, roi=+0.12) | Sports / price=0.50-0.70 (n=108, roi=+0.30) | Sports / Other sport / price=0.50-0.70 (n=108, roi=+0.30)"
0xdeda96a3c167fc304f0e03984afc9022e9d810cc,0xdEDa96a3C167fc304f0E03984afc9022E9d810cc-1773429526697,0.1345,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,1073,808,791,17,193.5,0.0,-0.1359,-0.3348,-2.41,0.322,-0.1809,-0.1239,-0.2275,-0.0445,0.1223,115.15,44.0,57,12.63,0.001,0.0,0.761,9176,0.003,0.192,0.001,0.149,0.049,0.001,-0.017,0.1855,-0.1056,False,Sports,"Sports / Other sport / Beijing Daily Weather (n=31, roi=+0.49) | Sports / Other sport / Singapore Daily Weather (n=32, roi=+0.16) | Sports / Other sport / Paris Daily Weather (n=11, roi=+0.14)",
0xab2660069abc1c35b66337bb89de39d276309656,BabaVanga-851,0.1335,False,roi_copy<=0;t<2.0;concurrency_p95>8;short_crypto;drawdown;unstable_halves,4481,2618,2616,2,766.4,0.2,-0.0868,-0.2262,-3.54,0.454,-0.0843,-0.0807,-0.0963,-0.0774,-0.0279,228.88,17.0,25,1.06,0.05,0.003,0.526,53679,0.044,0.075,0.034,0.018,0.183,0.759,-0.007,-0.0123,0.0283,False,Crypto,"Culture / Elon Musk / price=0.10-0.30 (n=6, roi=+0.51) | Culture / price=0.10-0.30 (n=22, roi=+0.22) | Crypto / Bitcoin / price=0.10-0.30 (n=18, roi=+0.21)",
0xdee31034faa022b8a324eeb8496798735d5a6fe5,WarewaPain,0.131,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,5970,1259,1247,12,686.9,0.1,-0.1349,-0.3344,-2.35,0.441,-0.1411,-0.1474,-0.1554,-0.1145,0.0789,205.47,16.0,24,6.02,0.058,0.0,0.281,277853,0.063,0.164,0.022,0.044,0.045,0.0,-0.0329,0.1329,0.0622,False,Esports,"Sports / Soccer / type=soccer_team_to_advance (n=16, roi=+1.22) | Sports / Soccer / UEFA Champions League 2025 (n=25, roi=+0.88) | Sports / Soccer / Europa Conference League (n=18, roi=+0.56)",
0xf4406246b7dcf70eaa9d6650fb3d6b7c0df47ab4,BRO20,0.1285,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,1497,700,593,107,686.0,0.2,-0.1248,-0.1793,-4.3,0.546,-0.1831,-0.1267,-0.1694,-0.0804,-0.1465,77.44,106.0,111,9.77,0.015,0.039,0.83,23781,0.283,0.091,0.601,0.005,0.069,0.133,-0.0312,0.0718,0.2233,False,Sports,"Sports / price=0.30-0.50 (n=43, roi=+0.08) | Other / ? (n=13, roi=+0.13) | Other / ? / ? (n=13, roi=+0.13)",
0x746e936f43ff75bf508cf8375b7a8e2515ef68ca,tomb2456,0.1277,False,concurrency_p95>8;low_liquidity;drawdown,215,184,182,2,167.2,0.4,0.1969,0.152,2.52,0.599,0.197,0.1968,0.1371,0.2568,0.3394,10.22,14.0,17,7.74,0.005,0.0,0.067,29831,0.0,0.011,0.0,0.0,0.084,0.0,0.0978,-0.0023,-0.2629,False,Sports,"Sports / American Football (n=66, roi=+0.35) | Sports / American Football / pre (n=61, roi=+0.35) | Sports (n=182, roi=+0.20)","Sports / American Football (n=66, roi=+0.35) | Sports / American Football / pre (n=61, roi=+0.35) | Sports (n=182, roi=+0.20) | Sports / American Football / price=0.50-0.70 (n=45, roi=+0.39) | Sports / price=0.50-0.70 (n=103, roi=+0.21) | Sports / American Football / NFL 2026 (n=39, roi=+0.33)"
0x137462b6fa367502b528933b1ee37ebecec4b067,alannapow,0.1273,False,low_liquidity,344,212,211,1,134.5,0.3,0.1609,0.1273,4.05,0.829,0.1387,0.14,0.2224,0.1,0.0023,2.37,4.0,6,12.04,0.014,0.0,1.0,5842,0.436,0.019,0.382,0.0,0.032,0.0,0.0837,0.0746,-0.245,False,Sports,"Sports / Other sport (n=208, roi=+0.17) | Sports / Other sport / type=binary (n=208, roi=+0.17) | Sports / Other sport / live (n=208, roi=+0.17)","Sports / Other sport (n=208, roi=+0.17) | Sports / Other sport / type=binary (n=208, roi=+0.17) | Sports / Other sport / live (n=208, roi=+0.17) | Sports (n=210, roi=+0.17) | Sports / Other sport / Buenos Aires Daily Weather (n=105, roi=+0.17) | Sports / Other sport / Sao Paulo Daily Weather (n=97, roi=+0.14)"
0xf6683d202f76fc9b79e5be716ce8519dab5b5c69,0xf6683D202f76FC9B79E5BE716CE8519DAb5b5c69-1765800503123,0.1236,segment,segment_only:drawdown,1164,577,576,1,280.9,0.4,0.1644,0.1236,4.44,0.597,0.1606,0.1641,0.1481,0.1807,-0.0041,12.13,8.0,13,7.43,0.031,0.0,0.01,321747,0.009,0.003,0.001,0.0,0.027,0.0,0.0736,0.0082,0.049,False,Sports,"Sports (n=575, roi=+0.17) | Sports / Basketball (n=461, roi=+0.16) | Sports / Basketball / pre (n=456, roi=+0.16)","Sports (n=575, roi=+0.17) | Sports / Basketball (n=461, roi=+0.16) | Sports / Basketball / pre (n=456, roi=+0.16) | Sports / Basketball / NBA 2026 (n=408, roi=+0.16) | Sports / Basketball / type=spreads (n=293, roi=+0.17) | Sports / price=0.50-0.70 (n=335, roi=+0.15)"
0x6760de5da522a52a563b2aa39f6aa907921f6409,TheHoneybadger11,0.1209,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,3953,2201,2196,5,243.5,0.2,-0.0788,-0.1113,-6.52,0.616,-0.0382,-0.0792,-0.0921,-0.0655,-0.0643,173.4,54.0,64,29.2,0.007,0.0,0.141,10381,0.232,0.014,0.105,0.003,0.014,0.0,-0.0071,-0.0532,0.0258,False,Sports,"Weather / price=0.30-0.50 (n=17, roi=+0.07) | Weather / Recurring / price=0.30-0.50 (n=17, roi=+0.07) | Sports / Other sport / Wuhan Daily Weather (n=37, roi=+0.04)",
0x2f633efb75256a2f2445110c8978684ab8936643,fillit98,0.1154,False,concurrency_p95>8;low_liquidity,2398,1181,1167,14,619.1,0.3,0.1796,0.1154,7.49,0.891,0.1884,0.1711,0.0947,0.2644,0.9301,8.53,28.0,36,3.71,0.023,0.001,0.343,24613,0.497,0.016,0.145,0.002,0.037,0.0,0.0909,-0.032,0.0085,False,Finance,"Politics / Iran (n=48, roi=+0.76) | Finance (n=456, roi=+0.23) | Politics / price=0.10-0.30 (n=30, roi=+0.73)","Politics / Iran (n=48, roi=+0.76) | Finance (n=456, roi=+0.23) | Politics / price=0.10-0.30 (n=30, roi=+0.73) | Politics (n=311, roi=+0.21) | Politics / Iran / type=binary (n=47, roi=+0.48) | Finance / Earnings (n=205, roi=+0.21)"
0x38faf5932f8339b700c56058c0e46848ae7f87b5,NUTBUSTER42069,0.1108,False,roi_copy<=0;t<2.0;drawdown;unstable_halves,3774,1343,1340,3,283.2,0.2,-0.091,-0.1949,-3.41,0.431,-0.0569,-0.1282,-0.0815,-0.1006,-0.5471,135.35,5.0,8,2.87,0.032,0.0,0.859,496378,0.001,0.08,0.0,0.024,0.042,0.001,-0.0089,-0.0493,0.1509,False,Sports,"Sports / Soccer / Liga MX 2025 (n=4, roi=+0.21) | Sports / Hockey / type=moneyline (n=21, roi=+0.07) | Sports / American Football / NFL 2025 (n=20, roi=+0.06)",
0xd2e820929e3940f5e1a8810f3ebfafb25c3dc60e,chicken689,0.1107,False,concurrency_p95>8;hold<1h;both_sides,8657,3575,3571,4,103.0,0.0,0.1479,0.1107,12.76,0.816,0.1948,0.1337,0.12,0.1757,0.1363,5.96,10.0,19,0.01,0.127,0.0,0.989,139510,0.05,0.011,0.029,0.026,0.029,0.0,0.075,-0.0564,-0.0412,False,Sports,"Sports (n=3276, roi=+0.14) | Sports / price=0.10-0.30 (n=443, roi=+0.33) | Sports / price=0.00-0.10 (n=39, roi=+1.05)","Sports (n=3276, roi=+0.14) | Sports / price=0.10-0.30 (n=443, roi=+0.33) | Sports / price=0.00-0.10 (n=39, roi=+1.05) | Sports / Soccer / live (n=787, roi=+0.20) | Sports / Soccer (n=794, roi=+0.20) | Sports / Soccer / type=moneyline (n=703, roi=+0.20)"
0x8784e740818bb6347a451675a8c1fe1ab2d99b1a,Warehouse.,0.1104,False,roi_copy<=0;t<2.0;both_sides;drawdown;unstable_halves;history<90d,689,336,330,6,62.8,0.0,-0.1503,-0.2292,-2.89,0.427,-0.1843,-0.1172,-0.173,-0.1276,-0.0409,57.07,7.0,10,1.74,0.196,0.0,0.851,259515,0.003,0.039,0.0,0.0,0.037,0.0,-0.0497,0.1275,-0.0171,False,Sports,"Sports / Baseball (n=1, roi=-0.10) | Sports / Baseball / MLB (n=1, roi=-0.10) | Sports / Baseball / type=moneyline (n=1, roi=-0.10)",
