wallet,name,score,pass,fail_reasons,trades_n,episodes_n,closed_n,open_n,history_days,days_since_last,roi_copy,roi_trimmed,t_stat,winrate,roi_hold,roi_wallet,roi_half1,roi_half2,roi_last30,max_dd_stakes,conc_p95,conc_max,median_hold_h,both_sides_share,snipe_share,live_share,median_volume,share_entry_ge90,share_entry_lt10,profit_share_ge90,profit_share_lt10,profit_share_top1,short_crypto_share,edge_all,exit_value_add,size_signal,trades_truncated,top_category,top_segments,approved_segments
0xf30a421e60d68c31e474dd1f9e5a02c684cea14c,nzbryant-wbt,0.0307,False,roi_copy<=0;t<2.0;low_liquidity;entries>=0.90;drawdown;unstable_halves,337,165,164,1,224.7,0.3,-0.0783,-0.1013,-1.82,0.78,-0.075,-0.0805,-0.0974,-0.0593,-0.0631,14.66,7.0,10,11.51,0.0,0.0,1.0,11623,0.78,0.067,0.717,0.0,0.101,0.0,-0.0159,-0.0121,0.0566,False,Sports,"Weather / Recurring / Atlanta Daily Weather (n=3, roi=+0.07) | Weather / Recurring / Toronto Daily Weather (n=2, roi=+0.07) | Weather / price=0.30-0.50 (n=1, roi=-0.00)",
0xfcb7eccaaf898f37769fb2e6d672d2bea42391c4,0xFCb7eCcaAF898f37769FB2e6d672D2bEa42391c4-1777361363861,0.0307,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,2273,818,804,14,144.7,0.4,-0.0484,-0.123,-1.5,0.449,-0.0801,-0.066,-0.0201,-0.0766,-0.1978,48.99,25.0,31,15.99,0.023,0.002,0.768,10689,0.21,0.08,0.107,0.123,0.107,0.01,-0.0144,0.0393,0.1022,False,Sports,"Sports / Other sport / Mexico City Daily Weather (n=91, roi=+0.07) | Sports / Other sport / Dallas Daily Weather (n=110, roi=+0.03) | Sports / Other sport / pre (n=160, roi=+0.01)",
0x8adc5aceb4718b2972e34dfffa45d58b56b5bafc,binkybarnes55,0.0306,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,1243,610,589,21,223.9,0.2,-0.0568,-0.1285,-1.43,0.547,-0.0564,-0.0564,-0.0459,-0.0676,-0.0961,41.51,24.0,30,12.67,0.005,0.0,0.219,220612,0.003,0.01,0.001,0.0,0.035,0.0,-0.0174,-0.0289,-0.0176,False,Esports,"Sports / Tennis / League of Legends (n=16, roi=+0.21) | Sports / Tennis / type=moneyline (n=15, roi=+0.17) | Sports / Basketball / live (n=8, roi=+0.21)",
0xef460652c993d011442553faaa81b13a924cf872,Endeverafter,0.0305,False,roi_copy<=0;t<2.0;concurrency_p95>8;both_sides;drawdown;unstable_halves,3541,1032,980,52,304.6,0.1,-0.0487,-0.0954,-1.92,0.429,-0.0763,-0.0741,-0.0529,-0.0446,-0.042,58.02,41.0,53,3.27,0.219,0.004,0.536,135280,0.023,0.027,0.02,0.01,0.026,0.244,-0.0234,0.03,0.0518,False,Sports,"Sports / Cricket / Cricket Test (n=9, roi=+0.30) | Sports / Cricket / type=binary (n=9, roi=+0.30) | Sports / Cricket / price=0.00-0.10 (n=5, roi=+0.32)",
0x1a62e23d8d67192286eebc18c0dcf6f9cff34ab9,Winwinw99,0.0302,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves;history<90d,2458,1739,1724,14,60.7,0.0,-0.0321,-0.3239,-0.56,0.339,-0.0304,-0.0319,-0.0486,-0.0156,0.064,143.55,32.0,59,2.9,0.008,0.0,0.526,2139,0.0,0.147,0.0,0.108,0.028,0.001,-0.0033,-0.0062,-0.0794,False,Sports,"Sports / Other sport / type=soccer_exact_score (n=14, roi=+1.74) | Sports / Other sport / price=0.00-0.10 (n=55, roi=+0.74) | Sports / Other sport / Egypt 1 (n=3, roi=+2.56)",
0x21ce81f50e18b8d301186a0d64ccf68c4d4de2ea,0x21Ce81F50e18B8d301186a0d64CCf68c4D4DE2eA-1785745679995,0.0299,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves;history<90d,2131,1302,1273,26,47.8,0.0,-0.0398,-0.1422,-1.26,0.493,-0.0342,-0.0493,-0.0477,-0.0319,0.1657,70.2,57.0,79,2.75,0.091,0.0,0.99,30749,0.004,0.031,0.0,0.0,0.031,0.0,0.0162,-0.0799,0.015,False,Sports,"Sports / Tennis / price=0.30-0.50 (n=77, roi=+0.18) | Sports / price=0.50-0.70 (n=240, roi=+0.10) | Sports / Soccer / price=0.50-0.70 (n=97, roi=+0.15)","Sports / price=0.50-0.70 (n=240, roi=+0.10) | Sports / Soccer / price=0.50-0.70 (n=97, roi=+0.15)"
0xe337f5a28e9c530a676c959a1888ba5368664ad6,0xE337F5A28E9C530a676C959A1888Ba5368664ad6-1779639269540,0.0299,False,concurrency_p95>8;hold<1h;both_sides;drawdown,8710,2492,2491,1,121.4,0.3,0.2434,0.0299,3.82,0.758,0.1807,0.1492,0.3869,0.0999,-0.0276,11.38,12.0,20,0.99,0.167,0.0,0.989,81876,0.401,0.053,0.142,0.102,0.108,0.0,0.0375,0.1173,-0.0859,False,Sports,"Sports / price=0.00-0.10 (n=131, roi=+2.56) | Sports / Soccer / price=0.00-0.10 (n=100, roi=+1.90) | Sports / Other sport / price=0.00-0.10 (n=25, roi=+3.73)","Sports / price=0.00-0.10 (n=131, roi=+2.56) | Sports / Soccer / price=0.00-0.10 (n=100, roi=+1.90) | Sports (n=2490, roi=+0.24) | Sports / Soccer / FIFA World Cup (n=669, roi=+0.35) | Sports / Soccer / live (n=2038, roi=+0.20) | Sports / Soccer (n=2066, roi=+0.20)"
0xd0ac6e6b585c00042a0552a6cf35f2f056ef7dee,AshHaykArs,0.0299,False,concurrency_p95>8;hold<1h;both_sides,10500,2204,2200,4,90.8,0.0,0.1319,0.0299,4.4,0.685,0.1011,0.0438,0.1355,0.1284,0.1249,9.71,13.0,27,0.63,0.426,0.0,0.998,69357,0.205,0.033,0.052,0.099,0.085,0.005,0.0452,0.0353,0.0778,True,Esports,"Esports / price=0.00-0.10 (n=54, roi=+1.86) | Esports / Esports / price=0.00-0.10 (n=54, roi=+1.86) | Esports / Esports / Counter Strike (n=1470, roi=+0.15)","Esports / price=0.00-0.10 (n=54, roi=+1.86) | Esports / Esports / price=0.00-0.10 (n=54, roi=+1.86) | Esports / Esports / Counter Strike (n=1470, roi=+0.15) | Esports / Esports / live (n=1570, roi=+0.14) | Esports (n=1573, roi=+0.14) | Esports / Esports (n=1573, roi=+0.14)"
0xcdf37e8bcdafeed20e0e603fc71bc556708e1bb5,Ddelta,0.0296,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,2717,1235,1209,26,992.3,0.1,-0.0348,-0.1952,-0.91,0.413,-0.0077,-0.0551,0.0054,-0.075,-0.1858,69.6,22.0,30,3.18,0.037,0.0,0.724,416334,0.028,0.055,0.003,0.01,0.035,0.055,-0.006,-0.0919,0.1172,False,Esports,"Esports / Esports / type=moneyline (n=244, roi=+0.16) | Esports / Esports / price=0.10-0.30 (n=186, roi=+0.09) | Esports / price=0.10-0.30 (n=187, roi=+0.08)",
0x66b23cd8bcb651e11b70f6f340ce154864870fdf,donaldbush,0.0295,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,1481,1039,1033,6,520.9,0.2,-0.0448,-0.1254,-1.41,0.526,-0.0481,-0.0414,-0.0628,-0.027,0.0458,79.24,9.0,11,3.07,0.014,0.002,0.673,650880,0.038,0.018,0.02,0.0,0.047,0.144,-0.011,0.053,0.0856,False,Sports,"Crypto / price=0.50-0.70 (n=96, roi=+0.07) | Crypto / Up/Down short / price=0.50-0.70 (n=96, roi=+0.07) | Sports / American Football (n=21, roi=+0.11)",
0xc1d31af32690ecc52f9c372d1dc16dea79a77d51,,0.0294,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,2156,367,362,5,174.3,0.3,-0.0571,-0.1286,-1.37,0.635,-0.028,-0.0549,-0.0022,-0.112,-0.1583,30.9,15.0,19,5.55,0.026,0.003,0.487,1155572,0.296,0.08,0.046,0.04,0.09,0.03,0.0004,-0.0641,0.2072,False,Sports,"Sports / Basketball (n=17, roi=+0.15) | Sports / Basketball / NBA 2026 (n=17, roi=+0.15) | Sports / price=0.30-0.50 (n=27, roi=+0.12)",
0x9ac1b39372b486e96e8d0882f553ff8230cfd5a6,YKBFN,0.029,segment,segment_only:drawdown,711,466,457,9,277.8,0.3,0.1313,0.0361,2.41,0.497,0.1256,0.1226,0.1188,0.1438,0.0959,19.64,8.0,11,4.16,0.024,0.0,0.591,2283477,0.002,0.002,0.0,0.0,0.045,0.004,0.0498,0.0164,-0.015,False,Sports,"Sports / Basketball / price=0.30-0.50 (n=166, roi=+0.22) | Sports / Basketball (n=434, roi=+0.13) | Sports / Basketball / type=moneyline (n=434, roi=+0.13)","Sports / Basketball / price=0.30-0.50 (n=166, roi=+0.22) | Sports / Basketball (n=434, roi=+0.13) | Sports / Basketball / type=moneyline (n=434, roi=+0.13) | Sports / Basketball / NBA 2026 (n=321, roi=+0.15) | Sports (n=455, roi=+0.12) | Sports / price=0.30-0.50 (n=173, roi=+0.19)"
0xb08962f436dab62641bfda43791490e87ca3a271,seolateristaken,0.0287,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,1613,1147,1140,7,322.8,0.2,-0.0416,-0.1486,-1.16,0.431,-0.0379,-0.0371,-0.0727,-0.0106,-0.1609,56.34,17.0,27,4.16,0.001,0.0,0.648,45727,0.002,0.069,0.0,0.012,0.014,0.0,0.0029,-0.0115,0.042,False,Sports,"Sports / Soccer / Bundesliga 2025 (n=81, roi=+0.17) | Sports / Soccer / type=both_teams_to_score (n=84, roi=+0.14) | Sports / Soccer / price=0.30-0.50 (n=387, roi=+0.06)",
0xa4340f0ad5e8f057470e437b228d9f4a7fcccf75,PixelHotD0g,0.0285,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;hold<1h;both_sides;short_crypto;drawdown;unstable_halves;history<90d,2381,1287,1279,8,82.7,0.1,-0.0378,-0.1097,-1.56,0.571,-0.0235,-0.0583,-0.02,-0.0555,0.0713,60.48,16.0,26,0.1,0.11,0.005,0.673,7191,0.116,0.029,0.097,0.002,0.037,0.54,-0.0007,-0.0249,0.1,False,Crypto,"Sports / Other sport / Chongqing Daily Weather (n=71, roi=+0.18) | Sports / Other sport / price=0.30-0.50 (n=91, roi=+0.10) | Crypto / Up/Down short / ETH Up or Down 5m (n=597, roi=+0.03)",
0x9abbdf321694eec4028e9b3be0d2a07a662f3f96,0x9AbBDf321694EEC4028E9B3BE0d2A07A662F3f96-1767524455978,0.0283,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,5275,2889,2564,324,184.0,0.0,-0.0356,-0.0618,-2.75,0.666,-0.0333,-0.0512,-0.0645,-0.0067,-0.2362,101.3,317.0,328,3.34,0.066,0.006,0.636,295996,0.159,0.019,0.191,0.0,0.028,0.044,-0.0208,-0.0171,0.1119,False,Sports,"Other / ? (n=20, roi=+0.60) | Other / ? / ? (n=20, roi=+0.60) | Other / ? / type=binary (n=20, roi=+0.60)",
0x3d806181182895c59a2310022fad268deef50180,Valerio24,0.0283,False,t<2.0;concurrency_p95>8;drawdown,323,191,170,21,190.4,0.3,0.1689,0.0517,1.64,0.512,0.2432,0.1418,0.1077,0.2302,-0.2164,12.73,19.0,22,2.33,0.028,0.0,0.656,570757,0.041,0.059,0.003,0.18,0.169,0.006,0.0659,-0.2135,0.4007,False,Sports,"Sports (n=167, roi=+0.18) | Sports / Baseball / live (n=88, roi=+0.24) | Sports / Baseball (n=131, roi=+0.19)",
0xa0dc7ee1f7a230a1a20163271717f8f8752b586c,0xA0DC7ee1f7a230a1a20163271717f8F8752b586C-1770458016711,0.0282,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,4186,1922,1898,23,227.9,0.0,-0.0329,-0.1173,-1.44,0.395,-0.03,-0.035,-0.0558,-0.0099,-0.039,75.57,23.0,29,3.33,0.044,0.0,0.691,119727,0.002,0.012,0.001,0.0,0.01,0.0,-0.0102,-0.0043,0.0539,False,Sports,"Sports / Other sport / Sweden Allsvenskan 2026 (n=18, roi=+0.43) | Sports / Other sport / type=moneyline (n=170, roi=+0.10) | Sports / Other sport / pre (n=98, roi=+0.11)",
0x4afd6fd6b94470bb5512bede17ad0e1cffd1d57b,ethan354,0.0281,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,1926,1258,1244,14,191.9,0.0,-0.0414,-0.1416,-1.19,0.506,-0.0366,-0.043,-0.0597,-0.0231,0.0739,89.23,24.0,41,1.67,0.044,0.0,0.751,62863,0.008,0.051,0.002,0.018,0.022,0.273,0.0071,-0.0252,0.1045,False,Sports,"Crypto / price=0.30-0.50 (n=136, roi=+0.12) | Crypto / Up/Down short / price=0.30-0.50 (n=134, roi=+0.12) | Sports / Tennis / ITF (n=221, roi=+0.08)","Sports / Tennis / ITF (n=221, roi=+0.08)"
0xc3237b58fbcfc71392142cfea1137a98f9640171,thebeast6666,0.028,False,roi_copy<=0;t<2.0;drawdown;unstable_halves,2681,1167,1163,4,279.7,0.0,-0.049,-0.0705,-2.38,0.546,-0.0487,-0.0596,-0.0674,-0.0306,-0.2495,58.63,6.0,10,2.29,0.063,0.0,0.795,445769,0.009,0.003,0.001,0.0,0.016,0.042,-0.0235,-0.0003,0.0259,False,Sports,"Sports / Soccer / pre (n=12, roi=+0.04) | Sports / Tennis / ATP (n=364, roi=+0.01) | Sports / American Football / NFL 2025 (n=18, roi=+0.03)",
0x4dba6f046ef237505d4417a7ba6c2cb52b5d3de8,FreshlyManners,0.0278,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;entries>=0.90;drawdown;unstable_halves;history<90d,942,578,560,18,49.9,0.1,-0.0482,-0.1036,-1.61,0.802,-0.0498,-0.0602,-0.0798,-0.0166,-0.2311,34.69,42.0,50,10.64,0.005,0.0,0.857,8901,0.677,0.064,0.537,0.0,0.029,0.0,0.0045,0.0203,0.1188,False,Sports,"Sports / price=0.30-0.50 (n=20, roi=+0.22) | Sports / Other sport / price=0.30-0.50 (n=20, roi=+0.22) | Sports / Other sport / Warsaw Daily Weather (n=13, roi=+0.12)",
0x2906553aa94ad8e8d2d837d00deefd48b08e555a,0x2906553aA94AD8E8d2D837d00dEEfD48B08E555a-1783566504909,0.0277,False,roi_copy<=0;t<2.0;concurrency_p95>8;both_sides;drawdown;unstable_halves;history<90d,3624,1573,1568,3,70.0,0.0,-0.0422,-0.0827,-2.01,0.598,-0.0332,-0.0535,-0.0098,-0.0746,-0.0586,71.72,20.0,27,2.52,0.24,0.0,0.809,167850,0.022,0.018,0.004,0.001,0.065,0.064,-0.0084,-0.0226,0.0898,False,Sports,"Crypto / price=0.30-0.50 (n=20, roi=+0.28) | Crypto / Up/Down short / price=0.30-0.50 (n=20, roi=+0.28) | Esports / price=0.10-0.30 (n=26, roi=+0.23)",
0xef3a05140677f83cf37c67c4337d55a1954edc6b,Ryan-NPC,0.0276,False,roi_copy<=0;t<2.0;concurrency_p95>8;hold<1h;drawdown;unstable_halves,3015,1559,1527,32,186.6,0.1,-0.0345,-0.1531,-1.08,0.445,-0.0197,-0.0334,0.0157,-0.0845,-0.2626,103.91,31.0,36,0.74,0.027,0.005,0.68,208290,0.026,0.032,0.009,0.005,0.016,0.3,-0.0045,-0.0285,-0.0261,False,Sports,"Esports / Esports / pre (n=31, roi=+0.44) | Esports / price=0.00-0.10 (n=5, roi=+0.90) | Esports / Esports / price=0.00-0.10 (n=5, roi=+0.90)","Crypto / price=0.70-0.90 (n=71, roi=+0.11)"
0x7f57e3a5afffb9b926a4f346c23679ee2e95770e,Agobal,0.0274,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,1226,907,871,36,248.5,0.1,-0.0499,-0.1143,-1.44,0.471,-0.0335,-0.0512,-0.0455,-0.0543,0.1421,59.09,31.0,38,11.38,0.01,0.003,0.107,42766,0.009,0.015,0.011,0.0,0.019,0.051,-0.0071,-0.1059,0.0148,False,Sports,"Sports / Soccer / Ligue 1 2025 (n=59, roi=+0.16) | Sports / Soccer / type=both_teams_to_score (n=263, roi=+0.06) | Sports / Soccer / Serie A 2025 (n=84, roi=+0.07)",
0x01826707cc43f2270691a71c4c3bdacd2bbc301c,psyviel,0.0273,False,roi_copy<=0;t<2.0;concurrency_p95>8;both_sides;drawdown;unstable_halves,10500,1038,1036,2,137.0,0.3,-0.0425,-0.0861,-1.9,0.534,-0.0239,-0.0957,-0.0056,-0.0794,-0.0505,56.03,11.0,27,2.12,0.115,0.004,0.911,205630,0.066,0.029,0.037,0.0,0.025,0.055,-0.0076,-0.0248,0.1829,True,Sports,"Sports / Tennis / live (n=224, roi=+0.06) | Sports / Soccer / pre (n=29, roi=+0.15) | Sports / Tennis / type=moneyline (n=239, roi=+0.05)",
0x8a34e9597e450c9f85b56e4a8f212703ab8c92cd,iwanttoberichplease,0.0266,False,roi_copy<=0;t<2.0;concurrency_p95>8;hold<1h;drawdown;unstable_halves,7661,2811,2773,38,162.9,0.4,-0.0371,-0.0386,-4.13,0.675,-0.0336,-0.0438,-0.0186,-0.0556,-0.1657,105.62,97.0,154,0.94,0.051,0.013,0.819,46705,0.417,0.021,0.138,0.004,0.054,0.27,-0.014,-0.0045,0.0505,False,Sports,"Sports / Soccer / Europa Conference League (n=17, roi=+0.08) | Sports / MMA/Boxing / price=0.50-0.70 (n=8, roi=+0.11) | Sports / Soccer / Brazil Serie A (n=23, roi=+0.07)",
0x8a25f9c7d093089c808f514b161a1e40be44ba81,Wangjiang33,0.0264,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;hold<1h;sniping;entries>=0.90;drawdown;unstable_halves;history<90d,10500,1616,1607,9,67.0,0.0,-0.04,-0.0451,-3.51,0.754,-0.0273,-0.0558,-0.0257,-0.0543,-0.2475,64.61,16.0,22,0.89,0.023,0.254,0.943,6532,0.588,0.022,0.215,0.0,0.027,0.304,-0.0064,-0.0225,0.0585,True,Sports,"Sports / price=0.30-0.50 (n=62, roi=+0.07) | Sports / Other sport / price=0.30-0.50 (n=62, roi=+0.07) | Sports / Other sport / Paris Daily Weather (n=89, roi=+0.05)",
0xf255e701163e4b19c9f0d288c32c15d790a5a6e8,Navatar,0.0264,False,concurrency_p95>8;low_liquidity,768,290,289,1,133.5,0.2,0.0993,0.0365,2.17,0.727,0.1079,0.0867,0.0824,0.116,0.0977,8.21,9.0,11,20.62,0.051,0.0,0.806,21948,0.291,0.038,0.149,0.001,0.083,0.0,0.0509,-0.0185,-0.052,False,Sports,"Sports / Other sport / live (n=231, roi=+0.12) | Sports / Other sport (n=283, roi=+0.10) | Sports / Other sport / type=binary (n=283, roi=+0.10)","Sports / Other sport / live (n=231, roi=+0.12) | Sports / Other sport (n=283, roi=+0.10) | Sports / Other sport / type=binary (n=283, roi=+0.10) | Sports (n=289, roi=+0.10) | Sports / Other sport / Hong Kong Daily Weather (n=158, roi=+0.11)"
0x217a0f41c3626bbc4c701ae2fd3669f1570f5dfa,0x217a0f41C3626bBC4c701aE2fD3669f1570F5DFa-1768870434910,0.0264,False,roi_copy<=0;t<2.0;concurrency_p95>8;hold<1h;short_crypto;drawdown;unstable_halves,5946,3764,3756,8,246.4,0.0,-0.0307,-0.0717,-2.21,0.585,-0.0439,-0.0498,-0.0448,-0.0165,-0.1515,125.08,10.0,15,0.13,0.049,0.032,0.968,139544,0.106,0.015,0.068,0.001,0.027,0.532,-0.0167,0.0302,0.0601,False,Crypto,"Sports / Soccer / UEFA Champions League 2025 (n=20, roi=+0.33) | Sports / Soccer / price=0.10-0.30 (n=17, roi=+0.35) | Sports / price=0.10-0.30 (n=22, roi=+0.28)",
0xd06a9c310f6e4982afeba2506d1b0f0ce5ac101d,ifor,0.0261,False,roi_copy<=0;t<2.0;entries>=0.90;drawdown;unstable_halves;history<90d,362,256,256,0,25.4,0.2,-0.061,-0.1477,-1.06,0.75,-0.061,-0.0607,-0.0915,-0.0305,-0.0971,22.12,7.0,10,1.57,0.016,0.0,0.957,43726,0.594,0.043,0.151,0.0,0.231,0.0,-0.0216,0.0079,0.046,False,Sports,"Sports / price=0.10-0.30 (n=17, roi=+0.19) | Sports / Soccer / type=moneyline (n=46, roi=+0.10) | Sports / Baseball / type=spreads (n=2, roi=+0.31)",
0xd238bc6303a72c4c9fb360bc25bdd7402017ad4d,,0.0261,False,roi_copy<=0;t<2.0;concurrency_p95>8;both_sides;drawdown;unstable_halves,2752,1428,1412,16,99.2,0.0,-0.0291,-0.2205,-0.71,0.494,-0.0118,-0.0401,-0.0382,-0.02,-0.1908,82.78,46.0,58,2.23,0.159,0.004,0.822,50832,0.108,0.063,0.015,0.107,0.028,0.079,-0.0113,-0.1211,-0.0118,False,Sports,"Sports / Baseball / price=0.00-0.10 (n=10, roi=+1.02) | Sports / price=0.00-0.10 (n=86, roi=+0.32) | Sports / Soccer / Primera División (Uruguay) (n=5, roi=+1.00)",
0x703200e7df05962ceec0429e192d52789bce0a8b,ArtemHr17,0.026,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,2971,1599,1585,14,629.7,0.1,-0.0378,-0.0976,-1.6,0.469,-0.0451,-0.0404,-0.0589,-0.0167,0.0281,74.6,12.0,16,3.11,0.093,0.0,0.84,251748,0.001,0.004,0.0,0.0,0.009,0.001,-0.0176,0.0065,0.0218,False,Esports,"Sports / Soccer / UEFA Champions League 2025 (n=33, roi=+0.10) | Sports / Hockey / price=0.10-0.30 (n=4, roi=+0.26) | Other (n=4, roi=+0.24)",
0x140e74fd05b60d5e983155bd92b91215aaa9cf85,0x140e74Fd05b60d5e983155Bd92b91215aAA9cF85-1776996717869,0.026,False,roi_copy<=0;t<2.0;concurrency_p95>8;low_liquidity;drawdown;unstable_halves,1535,1064,966,98,147.5,0.2,-0.0336,-0.339,-0.46,0.453,-0.0347,-0.0342,-0.0187,-0.0485,-0.5308,84.69,113.0,127,4.22,0.069,0.0,0.223,20043,0.019,0.299,0.015,0.079,0.033,0.023,-0.0145,0.0062,-0.0199,False,Sports,"Sports / Other sport / Switzerland Super League (n=3, roi=+1.05) | Sports / Soccer / Primeira Liga (n=7, roi=+0.53) | Sports / Soccer / EFL Cup (n=11, roi=+0.39)","Sports / Other sport / price=0.70-0.90 (n=71, roi=+0.09)"
0x3ce6631ed915ab00f60f938b241edcf0f1768e94,0x45h04fd5454fdfd4f5d4fdfef7,0.0259,False,closed<50;roi_copy<=0;t<2.0;top1_concentration;unstable_halves,117,34,32,2,139.7,0.3,-0.1348,-0.1724,-0.9,0.406,-0.1913,-0.1385,-0.1984,-0.0712,-0.1434,7.31,4.0,5,7.03,0.0,0.0,0.097,126307,0.0,0.0,0.0,0.0,0.66,0.0,-0.0521,0.1278,0.1934,False,Sports,"Sports / Tennis / live (n=2, roi=-0.03) | Sports / Other sport / price=0.50-0.70 (n=2, roi=-0.04) | Sports / Soccer / FIFA World Cup (n=2, roi=-0.04)",
0xefcbc9a7d36584a604e4673dbe8b69a33862c215,0xcFa8F629201d418973af7641b5E60bc08DBC2107-1764239001303,0.0257,False,roi_copy<=0;t<2.0;concurrency_p95>8;hold<1h;drawdown;unstable_halves,1294,513,510,3,112.7,0.0,-0.0502,-0.1022,-1.51,0.678,-0.0439,-0.0566,-0.1303,0.03,0.0653,38.4,11.0,16,0.74,0.071,0.014,0.903,74936,0.192,0.029,0.025,0.001,0.136,0.447,0.011,-0.0111,-0.0008,False,Crypto,"Esports / Esports / type=moneyline (n=137, roi=+0.05) | Esports / Esports / Counter Strike (n=103, roi=+0.05) | Crypto / price=0.70-0.90 (n=33, roi=+0.06)","Crypto / price=0.70-0.90 (n=33, roi=+0.06) | Esports / Esports / Dota 2 (n=36, roi=+0.05)"
0x2db8f5b0fc0ebc26e309321843492a1a62a9e042,ken5,0.0256,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,3498,2665,2643,22,675.2,0.1,-0.0338,-0.0603,-2.55,0.691,-0.033,-0.0374,-0.0689,0.0012,-0.1116,107.96,17.0,25,3.83,0.018,0.0,0.733,350392,0.124,0.003,0.101,0.0,0.005,0.003,-0.0145,-0.0039,0.0937,False,Sports,"Sports / Soccer / A League Soccer (n=26, roi=+0.19) | Sports / Other sport / type=moneyline (n=45, roi=+0.14) | Sports / Other sport / live (n=39, roi=+0.13)",
0x14366189bbd03f3a12fdf442d998b0ee21860121,Minne2507,0.0253,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,4718,1368,1322,46,327.1,0.0,-0.0406,-0.0828,-1.83,0.613,-0.0485,-0.0879,-0.0185,-0.0627,0.0183,64.17,61.0,70,7.56,0.025,0.0,0.395,410449,0.044,0.005,0.125,0.0,0.047,0.0,-0.0298,0.0459,0.0825,False,Esports,"Esports / price=0.10-0.30 (n=23, roi=+0.22) | Esports / Esports / price=0.10-0.30 (n=22, roi=+0.14) | Sports / Soccer / type=soccer_extra_time (n=2, roi=+0.25)",
0x578dcf05b3579c829241c5423afe314741f363c7,,0.0253,False,t<2.0;concurrency_p95>8;drawdown;history<90d,806,535,532,3,65.3,0.3,0.0838,0.0434,1.75,0.583,0.0919,0.0871,0.0773,0.0904,0.0062,23.19,19.0,27,6.91,0.015,0.0,0.081,234999,0.0,0.021,0.0,0.01,0.016,0.0,0.0502,-0.022,0.024,False,Sports,"Sports / Baseball / type=moneyline (n=302, roi=+0.17) | Sports / Baseball (n=503, roi=+0.10) | Sports / Baseball / MLB (n=503, roi=+0.10)","Sports / Baseball / type=moneyline (n=302, roi=+0.17) | Sports / Baseball (n=503, roi=+0.10) | Sports / Baseball / MLB (n=503, roi=+0.10) | Sports / Baseball / pre (n=468, roi=+0.08)"
0xe92a6ee4879ef26b528724ed4dc33967298ea51c,UnknownWemby,0.0249,False,t<2.0;concurrency_p95>8,247,178,166,12,186.2,0.0,0.1093,0.0522,1.43,0.572,0.0704,0.1148,0.1965,0.022,0.0649,7.63,16.0,18,2.5,0.023,0.0,0.626,197304,0.012,0.012,0.002,0.0,0.068,0.157,0.0508,0.3228,0.0721,False,Sports,"Sports / price=0.50-0.70 (n=54, roi=+0.24) | Sports (n=118, roi=+0.13) | Sports / Tennis / ATP (n=26, roi=+0.23)","Sports / price=0.50-0.70 (n=54, roi=+0.24)"
0xfeca1660eb6a90641c7d4a48a9a0d568287d8c27,jinjianceng,0.0249,False,roi_copy<=0;t<2.0;concurrency_p95>8;drawdown;unstable_halves,893,699,690,9,280.4,0.3,-0.0365,-0.245,-0.61,0.381,-0.0708,-0.0427,0.0258,-0.0987,0.1707,67.48,39.0,52,15.45,0.012,0.003,0.114,542826,0.012,0.104,0.006,0.04,0.05,0.097,-0.0062,0.5782,0.1568,False,Sports,"Sports / Soccer / type=moneyline (n=13, roi=+0.36) | Sports / Soccer / Serie A 2025 (n=3, roi=+0.54) | Sports / Soccer / live (n=6, roi=+0.37)",
0xd9dde44ddeababae222bf7aec96c85cbdab6b525,88M,0.0244,False,roi_copy<=0;t<2.0;drawdown;unstable_halves,1335,672,668,4,661.1,0.0,-0.0423,-0.181,-0.81,0.421,-0.0389,-0.0295,-0.1322,0.0475,-0.3493,52.63,6.0,8,3.24,0.011,0.0,0.603,192863,0.021,0.102,0.001,0.002,0.027,0.0,0.0223,-0.0217,0.2192,False,Sports,"Sports / Soccer / price=0.10-0.30 (n=43, roi=+0.37) | Sports / Soccer / type=spreads (n=31, roi=+0.30) | Sports / price=0.50-0.70 (n=203, roi=+0.06)",
