wallet,level,segment,n,roi_mean,roi_shrunk,t,winrate,roi_half1,roi_half2,approved
0xf0ac5725f74f44cd80f5e65c7f9fc5b3e5d24ec7,L1b,Sports / price=0.50-0.70,569,0.0796,0.0779,2.33,0.641,0.1255,0.0339,True
0xf0ac5725f74f44cd80f5e65c7f9fc5b3e5d24ec7,L1b,Esports / price=0.70-0.90,142,0.0997,0.091,2.37,0.831,0.1562,0.0432,True
0xf0ac5725f74f44cd80f5e65c7f9fc5b3e5d24ec7,L2b,Sports / Basketball / price=0.10-0.30,369,0.3178,0.3029,2.53,0.252,0.1904,0.4445,True
0xf0ac5725f74f44cd80f5e65c7f9fc5b3e5d24ec7,L2b,Esports / Esports / price=0.50-0.70,578,0.1201,0.1171,3.43,0.645,0.0742,0.1661,True
0xf0ac5725f74f44cd80f5e65c7f9fc5b3e5d24ec7,L2b,Esports / Esports / price=0.30-0.50,1338,0.0695,0.0689,2.0,0.424,0.0565,0.0825,True
0xf0ac5725f74f44cd80f5e65c7f9fc5b3e5d24ec7,L2b,Sports / Tennis / price=0.30-0.50,266,0.1575,0.1485,2.01,0.459,0.1703,0.1446,True
0xf0ac5725f74f44cd80f5e65c7f9fc5b3e5d24ec7,L2b,Esports / Esports / price=0.70-0.90,142,0.0997,0.091,2.37,0.831,0.1562,0.0432,True
0x43d7e43e7b5feb51b9b6afa6a6d16df110b0c453,L1,Politics,700,0.2784,0.2735,2.53,0.557,0.2943,0.2625,True
0x43d7e43e7b5feb51b9b6afa6a6d16df110b0c453,L2,Politics / Tweet Markets,687,0.2844,0.2792,2.54,0.556,0.3077,0.2612,True
0x43d7e43e7b5feb51b9b6afa6a6d16df110b0c453,L3,Politics / Tweet Markets / Elon Tweets,549,0.278,0.2718,2.11,0.543,0.2579,0.298,True
0x43d7e43e7b5feb51b9b6afa6a6d16df110b0c453,L2t,Politics / Tweet Markets / type=negrisk,687,0.2844,0.2792,2.54,0.556,0.3077,0.2612,True
0x43d7e43e7b5feb51b9b6afa6a6d16df110b0c453,L1b,Politics / price=0.30-0.50,88,0.1861,0.1705,2.8,0.602,0.1337,0.2384,True
0x43d7e43e7b5feb51b9b6afa6a6d16df110b0c453,L2b,Politics / Tweet Markets / price=0.30-0.50,83,0.1883,0.1716,2.68,0.59,0.1515,0.2242,True
0xba090375c3853e4c5d12e8e18b337971301cea86,L3,Sports / Other sport / Hong Kong Daily Weather,36,0.1004,0.0689,2.03,0.944,0.109,0.0918,True
0xb4cecbca7b4a1b2b08f7284027c914f00fae49e0,L3,Sports / Other sport / Chongqing Daily Weather,63,0.4194,0.365,2.05,0.587,0.3627,0.4743,True
0xb4cecbca7b4a1b2b08f7284027c914f00fae49e0,L1b,Sports / price=0.30-0.50,260,0.2258,0.2235,4.05,0.5,0.247,0.2046,True
0xb4cecbca7b4a1b2b08f7284027c914f00fae49e0,L2b,Sports / Other sport / price=0.30-0.50,253,0.2265,0.2241,4.04,0.502,0.2672,0.1862,True
0x0c6cf1567baf92cb929c1091f96198b5322d776f,L1b,Esports / price=0.70-0.90,48,0.121,0.0698,2.35,0.896,0.1077,0.1342,True
0x0c6cf1567baf92cb929c1091f96198b5322d776f,L2b,Esports / Esports / price=0.70-0.90,48,0.121,0.0698,2.35,0.896,0.1077,0.1342,True
0xb4218a8df77b1d49197958acf401079be6128856,L1,Sports,4611,0.0948,0.0948,4.55,0.548,0.1173,0.0724,True
0xb4218a8df77b1d49197958acf401079be6128856,L2,Sports / Tennis,3566,0.0873,0.0872,3.53,0.545,0.1103,0.0643,True
0xb4218a8df77b1d49197958acf401079be6128856,L2,Sports / Baseball,427,0.1265,0.1243,2.42,0.581,0.0239,0.2286,True
0xb4218a8df77b1d49197958acf401079be6128856,L2,Sports / Soccer,410,0.1256,0.1234,2.12,0.551,0.1612,0.0899,True
0xb4218a8df77b1d49197958acf401079be6128856,L3,Sports / Tennis / ITF,1156,0.1062,0.1057,2.35,0.609,0.1402,0.0721,True
0xb4218a8df77b1d49197958acf401079be6128856,L3,Sports / Tennis / ATP,1280,0.0906,0.0905,2.25,0.52,0.1268,0.0545,True
0xb4218a8df77b1d49197958acf401079be6128856,L3,Sports / Baseball / MLB,427,0.1265,0.1243,2.42,0.581,0.0239,0.2286,True
0xb4218a8df77b1d49197958acf401079be6128856,L3,Sports / Soccer / FIFA World Cup,109,0.2306,0.2071,2.17,0.606,0.0205,0.4369,True
0xb4218a8df77b1d49197958acf401079be6128856,L2t,Sports / Tennis / type=moneyline,1932,0.0971,0.0969,2.79,0.56,0.1109,0.0833,True
0xb4218a8df77b1d49197958acf401079be6128856,L2t,Sports / Baseball / type=baseball_team_first_five_total,118,0.3834,0.3393,3.95,0.669,0.268,0.4988,True
0xb4218a8df77b1d49197958acf401079be6128856,L2t,Sports / Tennis / type=tennis_match_totals,136,0.2119,0.1949,2.26,0.632,0.3147,0.1091,True
0xb4218a8df77b1d49197958acf401079be6128856,L2t,Sports / Soccer / type=total_corners,41,0.4717,0.343,2.57,0.659,0.3424,0.5949,True
0xb4218a8df77b1d49197958acf401079be6128856,L1b,Sports / price=0.30-0.50,1277,0.1057,0.1053,3.03,0.448,0.1501,0.0614,True
0xb4218a8df77b1d49197958acf401079be6128856,L1b,Sports / price=0.50-0.70,1437,0.0886,0.0885,4.11,0.642,0.0883,0.0889,True
0xb4218a8df77b1d49197958acf401079be6128856,L1b,Esports / price=0.30-0.50,619,0.1159,0.1147,2.31,0.454,0.1039,0.1278,True
0xb4218a8df77b1d49197958acf401079be6128856,L2b,Sports / Soccer / price=0.30-0.50,117,0.3502,0.3107,2.98,0.538,0.4541,0.2481,True
0xb4218a8df77b1d49197958acf401079be6128856,L2b,Esports / Esports / price=0.30-0.50,619,0.1159,0.1147,2.31,0.454,0.1039,0.1278,True
0xb4218a8df77b1d49197958acf401079be6128856,L2b,Sports / Tennis / price=0.50-0.70,1037,0.0814,0.0814,3.22,0.64,0.0774,0.0855,True
0xb4218a8df77b1d49197958acf401079be6128856,L2b,Sports / Baseball / price=0.50-0.70,174,0.1836,0.1728,3.0,0.69,0.1594,0.2078,True
0xb4218a8df77b1d49197958acf401079be6128856,L2l,Sports / Tennis / live,3171,0.0936,0.0936,3.49,0.546,0.1245,0.0628,True
0xb4218a8df77b1d49197958acf401079be6128856,L2l,Sports / Baseball / live,415,0.1318,0.1293,2.47,0.581,0.0337,0.2293,True
0xb4218a8df77b1d49197958acf401079be6128856,L2l,Sports / Soccer / live,402,0.125,0.1228,2.07,0.547,0.1692,0.0808,True
0xc34cd27593243598c66a9a2820f37bcfb87c2e29,L2l,Sports / Tennis / pre,34,0.2188,0.1271,2.07,0.794,0.4132,0.0245,True
0x0fe50ebcaeb2a5bdbe6a2d65290b4e6fa16891aa,L1b,Politics / price=0.70-0.90,38,0.1035,0.0733,2.78,0.868,0.0998,0.1073,True
0xfdc0bd67fbd71aa8edd00121eb2a7fcbddc34b85,L1b,Esports / price=0.10-0.30,204,0.3469,0.3183,2.24,0.294,0.6309,0.0629,True
0xfdc0bd67fbd71aa8edd00121eb2a7fcbddc34b85,L1b,Sports / price=0.70-0.90,48,0.1813,0.1357,3.4,0.917,0.2394,0.1233,True
0xfdc0bd67fbd71aa8edd00121eb2a7fcbddc34b85,L2b,Esports / Esports / price=0.10-0.30,204,0.3469,0.3183,2.24,0.294,0.6309,0.0629,True
0xfdc0bd67fbd71aa8edd00121eb2a7fcbddc34b85,L2b,Sports / Soccer / price=0.70-0.90,42,0.1981,0.1426,3.7,0.929,0.2931,0.1031,True
0x888456d503d5929ec87709b689f95237bfd23457,L2b,Sports / MMA/Boxing / price=0.50-0.70,49,0.232,0.1748,2.15,0.694,0.4167,0.0546,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L1,Sports,3382,0.1433,0.1433,12.37,0.838,0.1261,0.1605,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2,Sports / Soccer,861,0.2383,0.2359,6.39,0.771,0.2162,0.2603,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2,Sports / Tennis,2096,0.0922,0.0926,11.09,0.867,0.0848,0.0997,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2,Sports / Other sport,233,0.2825,0.2709,5.17,0.845,0.3792,0.1866,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2,Sports / American Football,54,0.1855,0.172,3.14,0.796,0.0837,0.2873,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2,Sports / Basketball,68,0.0946,0.1039,3.9,0.853,0.0605,0.1287,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L3,Sports / Tennis / ITF,813,0.1055,0.1062,5.79,0.831,0.0898,0.1212,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L3,Sports / Tennis / ATP,904,0.0859,0.0869,9.08,0.888,0.0886,0.0831,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L3,Sports / Soccer / FIFA World Cup,147,0.1893,0.1829,4.97,0.714,0.234,0.1452,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L3,Sports / Soccer / MLS 2025,74,0.2417,0.2191,3.36,0.716,0.1931,0.2903,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L3,Sports / Soccer / Brazil Serie A,46,0.2504,0.2156,2.63,0.739,0.4741,0.0268,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L3,Sports / Tennis / WTA,318,0.0783,0.0817,10.4,0.896,0.0635,0.0932,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L3,Sports / Soccer / La Liga 2025,63,0.1938,0.1797,3.09,0.794,0.1673,0.2195,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L3,Sports / Soccer / Premier League 2025,37,0.2642,0.219,3.08,0.784,0.4368,0.1006,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L3,Sports / American Football / NFL 2026,30,0.248,0.203,2.45,0.767,0.2645,0.2315,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L3,Sports / Basketball / WNBA,68,0.0946,0.1039,3.9,0.853,0.0605,0.1287,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L3,Sports / Tennis / Wimbledon,49,0.0819,0.0974,2.11,0.898,0.0979,0.0665,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2t,Sports / Soccer / type=moneyline,752,0.2093,0.2074,7.22,0.775,0.2109,0.2076,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2t,Sports / Tennis / type=moneyline,2096,0.0922,0.0926,11.09,0.867,0.0848,0.0997,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2t,Sports / Other sport / type=moneyline,233,0.2825,0.2709,5.17,0.845,0.3792,0.1866,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2t,Sports / American Football / type=moneyline,54,0.1855,0.172,3.14,0.796,0.0837,0.2873,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2t,Sports / Soccer / type=soccer_team_to_advance,30,0.2503,0.2043,3.83,0.8,0.2063,0.2944,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2t,Sports / Basketball / type=moneyline,68,0.0946,0.1039,3.9,0.853,0.0605,0.1287,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2t,Sports / Baseball / type=moneyline,47,0.0976,0.1089,2.98,0.809,0.101,0.0944,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L1b,Sports / price=0.00-0.10,33,1.9754,1.2811,2.42,0.758,0.9152,2.9732,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L1b,Sports / price=0.10-0.30,481,0.3246,0.3171,7.99,0.798,0.3192,0.3301,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L1b,Sports / price=0.30-0.50,936,0.1523,0.1519,10.45,0.831,0.1538,0.1507,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L1b,Sports / price=0.50-0.70,963,0.0796,0.0807,7.89,0.814,0.0692,0.0899,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L1b,Sports / price=0.70-0.90,758,0.056,0.058,8.36,0.889,0.0523,0.0597,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Soccer / price=0.10-0.30,137,0.5086,0.4611,5.62,0.693,0.4918,0.5252,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Other sport / price=0.10-0.30,31,1.4245,0.919,4.6,0.871,1.4591,1.392,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Tennis / price=0.30-0.50,671,0.1259,0.1262,7.37,0.863,0.1131,0.1388,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Soccer / price=0.30-0.50,169,0.2462,0.2345,7.0,0.746,0.3068,0.1864,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Tennis / price=0.10-0.30,284,0.1456,0.145,4.57,0.856,0.1655,0.1258,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Tennis / price=0.50-0.70,624,0.071,0.073,5.51,0.843,0.0581,0.0838,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Soccer / price=0.50-0.70,219,0.0956,0.0989,4.38,0.726,0.0949,0.0963,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Tennis / price=0.70-0.90,396,0.0582,0.0619,6.01,0.912,0.0525,0.0639,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Other sport / price=0.30-0.50,46,0.1846,0.1697,2.52,0.717,0.3281,0.041,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Soccer / price=0.70-0.90,258,0.045,0.0515,3.75,0.845,0.0401,0.0499,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Other sport / price=0.50-0.70,57,0.0826,0.0963,2.61,0.807,0.056,0.1083,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2b,Sports / Other sport / price=0.70-0.90,69,0.0658,0.0815,4.79,0.928,0.0369,0.0939,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2l,Sports / Soccer / live,852,0.2417,0.2393,6.42,0.772,0.2181,0.2654,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2l,Sports / Tennis / live,2062,0.0922,0.0927,10.94,0.868,0.0837,0.1008,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2l,Sports / Other sport / live,233,0.2825,0.2709,5.17,0.845,0.3792,0.1866,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2l,Sports / American Football / live,54,0.1855,0.172,3.14,0.796,0.0837,0.2873,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2l,Sports / Basketball / live,68,0.0946,0.1039,3.9,0.853,0.0605,0.1287,True
0xbb3eaeb82973aa8f140ae596f792fcdbd9cab9c5,L2l,Sports / Tennis / pre,34,0.0915,0.1078,2.42,0.824,0.0584,0.1247,True
0x69f42f6a16a4fa55c1770a066897257bb57cc6ee,L1,Crypto,1366,0.045,0.0444,2.42,0.614,0.0893,0.0007,True
0xc31fdeab99cc3a1ff67f42cf5dbdde35dce0f04a,L1b,Sports / price=0.50-0.70,109,0.2256,0.2383,4.09,0.734,0.2908,0.1617,True
0xc31fdeab99cc3a1ff67f42cf5dbdde35dce0f04a,L1b,Sports / price=0.30-0.50,49,0.3694,0.3515,2.57,0.592,0.4426,0.2992,True
0xc31fdeab99cc3a1ff67f42cf5dbdde35dce0f04a,L1b,Sports / price=0.70-0.90,153,0.1534,0.1712,5.56,0.889,0.1796,0.1275,True
0xc31fdeab99cc3a1ff67f42cf5dbdde35dce0f04a,L2b,Sports / Other sport / price=0.50-0.70,100,0.2383,0.2498,4.06,0.76,0.2674,0.2092,True
0xc31fdeab99cc3a1ff67f42cf5dbdde35dce0f04a,L2b,Sports / Other sport / price=0.70-0.90,150,0.1536,0.1717,5.47,0.887,0.1793,0.1279,True
0xd8e91af4aa955eb33284837ab8c7a3696963fd2d,L2,Sports / Soccer,74,0.0932,0.0709,2.89,0.919,0.0324,0.1541,True
0xd8e91af4aa955eb33284837ab8c7a3696963fd2d,L2t,Sports / Soccer / type=moneyline,66,0.069,0.0503,2.01,0.909,0.0297,0.1084,True
0xd8e91af4aa955eb33284837ab8c7a3696963fd2d,L2l,Sports / Soccer / live,58,0.0778,0.0549,2.95,0.931,0.042,0.1136,True
0x88394534c6d050ac528964a2df5928dc5935ddb5,L1b,Sports / price=0.70-0.90,269,0.0722,0.0696,3.92,0.751,0.0635,0.0808,True
0x88394534c6d050ac528964a2df5928dc5935ddb5,L2b,Sports / Other sport / price=0.70-0.90,269,0.0722,0.0696,3.92,0.751,0.0635,0.0808,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L1,Sports,3141,0.1235,0.1235,13.72,0.816,0.1268,0.1202,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2,Sports / Soccer,798,0.1951,0.1933,8.65,0.741,0.1857,0.2045,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2,Sports / Tennis,1962,0.0913,0.0916,9.14,0.854,0.1045,0.0781,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2,Sports / Other sport,189,0.184,0.1779,4.36,0.815,0.2391,0.1294,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2,Sports / American Football,46,0.1781,0.1607,2.79,0.783,0.2434,0.1127,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2,Sports / Baseball,63,0.0861,0.0945,2.05,0.683,0.1518,0.0223,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2,Sports / Basketball,59,0.0658,0.0797,2.68,0.814,0.0319,0.0986,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L3,Sports / Tennis / ATP,896,0.0948,0.0954,7.45,0.875,0.1036,0.0861,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L3,Sports / Tennis / ITF,705,0.0821,0.0831,4.05,0.814,0.0976,0.0666,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L3,Sports / Soccer / FIFA World Cup,162,0.1501,0.1469,4.83,0.667,0.1968,0.1035,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L3,Sports / Soccer / Premier League 2025,36,0.3589,0.2739,2.47,0.75,0.2658,0.452,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L3,Sports / Soccer / La Liga 2025,67,0.2142,0.1928,3.32,0.806,0.1019,0.3232,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L3,Sports / Tennis / WTA,295,0.0893,0.0913,9.11,0.888,0.0954,0.0832,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L3,Sports / Soccer / MLS 2025,57,0.1741,0.1603,2.04,0.667,0.1024,0.2433,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L3,Sports / Baseball / MLB,63,0.0861,0.0945,2.05,0.683,0.1518,0.0223,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L3,Sports / Basketball / WNBA,59,0.0658,0.0797,2.68,0.814,0.0319,0.0986,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2t,Sports / Soccer / type=moneyline,689,0.1926,0.1905,7.65,0.734,0.1849,0.2002,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2t,Sports / Tennis / type=moneyline,1962,0.0913,0.0916,9.14,0.854,0.1045,0.0781,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2t,Sports / Other sport / type=moneyline,189,0.184,0.1779,4.36,0.815,0.2391,0.1294,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2t,Sports / Soccer / type=totals,66,0.1722,0.1603,3.27,0.773,0.1027,0.2418,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2t,Sports / American Football / type=moneyline,46,0.1781,0.1607,2.79,0.783,0.2434,0.1127,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2t,Sports / Soccer / type=soccer_team_to_advance,32,0.2149,0.1788,2.93,0.812,0.1005,0.3294,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2t,Sports / Baseball / type=moneyline,62,0.0959,0.102,2.31,0.694,0.1518,0.04,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2t,Sports / Basketball / type=moneyline,59,0.0658,0.0797,2.68,0.814,0.0319,0.0986,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L1b,Sports / price=0.10-0.30,435,0.3314,0.3221,7.24,0.756,0.3641,0.2988,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L1b,Sports / price=0.30-0.50,864,0.1325,0.1322,8.78,0.809,0.1309,0.1341,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L1b,Sports / price=0.00-0.10,35,0.7805,0.5407,3.07,0.686,0.8496,0.7152,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L1b,Sports / price=0.50-0.70,928,0.0644,0.0656,6.33,0.803,0.0663,0.0626,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L1b,Sports / price=0.70-0.90,715,0.0561,0.0578,8.5,0.87,0.0521,0.0601,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2b,Sports / Soccer / price=0.10-0.30,126,0.5635,0.5029,5.34,0.635,0.5561,0.5709,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2b,Sports / Tennis / price=0.10-0.30,263,0.2024,0.1967,4.07,0.825,0.2662,0.1391,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2b,Sports / Soccer / price=0.30-0.50,170,0.2441,0.2311,6.64,0.706,0.2414,0.2467,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2b,Sports / Tennis / price=0.30-0.50,605,0.0943,0.0952,5.51,0.846,0.0992,0.0895,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2b,Sports / Tennis / price=0.50-0.70,622,0.0559,0.0579,4.5,0.833,0.062,0.0497,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2b,Sports / Tennis / price=0.70-0.90,372,0.062,0.065,6.25,0.903,0.0538,0.0702,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2b,Sports / Soccer / price=0.50-0.70,195,0.0775,0.0816,3.28,0.723,0.0632,0.0917,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2b,Sports / Soccer / price=0.70-0.90,243,0.0451,0.0509,3.99,0.819,0.041,0.0492,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2b,Sports / Other sport / price=0.70-0.90,63,0.0695,0.0819,6.43,0.937,0.0557,0.0829,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2l,Sports / Soccer / live,790,0.1969,0.1951,8.64,0.742,0.1873,0.2066,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2l,Sports / Tennis / live,1936,0.0913,0.0916,9.03,0.855,0.1052,0.0774,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2l,Sports / Other sport / live,189,0.184,0.1779,4.36,0.815,0.2391,0.1294,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2l,Sports / American Football / live,46,0.1781,0.1607,2.79,0.783,0.2434,0.1127,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2l,Sports / Baseball / live,63,0.0861,0.0945,2.05,0.683,0.1518,0.0223,True
0x88f9a9b2878aa55d7763543fc7255d216c555c03,L2l,Sports / Basketball / live,59,0.0658,0.0797,2.68,0.814,0.0319,0.0986,True
0x3452edc42fd02ddb3f25644d47e9e1cc02f71ba0,L1,Other,89,0.7025,0.5831,7.15,0.854,0.8389,0.5691,True
0x3452edc42fd02ddb3f25644d47e9e1cc02f71ba0,L2,Other / ?,89,0.7025,0.5831,7.15,0.854,0.8389,0.5691,True
0x3452edc42fd02ddb3f25644d47e9e1cc02f71ba0,L3,Other / ? / ?,89,0.7025,0.5831,7.15,0.854,0.8389,0.5691,True
0x3452edc42fd02ddb3f25644d47e9e1cc02f71ba0,L2t,Other / ? / type=binary,89,0.7025,0.5831,7.15,0.854,0.8389,0.5691,True
0x3452edc42fd02ddb3f25644d47e9e1cc02f71ba0,L1b,Other / price=0.30-0.50,34,0.8298,0.5416,5.26,0.794,1.1385,0.5211,True
0x3452edc42fd02ddb3f25644d47e9e1cc02f71ba0,L2b,Other / ? / price=0.30-0.50,34,0.8298,0.5416,5.26,0.794,1.1385,0.5211,True
0xb6aff8bbb6b4032f3d2823523d28b71b4daf4219,L1,Sports,1480,0.1572,0.157,3.37,0.525,0.1403,0.1741,True
0xb6aff8bbb6b4032f3d2823523d28b71b4daf4219,L2,Sports / Other sport,1342,0.1697,0.1693,3.4,0.534,0.1782,0.1613,True
0xb6aff8bbb6b4032f3d2823523d28b71b4daf4219,L3,Sports / Other sport / Seattle Daily Weather,180,0.2437,0.2334,2.18,0.628,0.3752,0.1122,True
0xb6aff8bbb6b4032f3d2823523d28b71b4daf4219,L2t,Sports / Other sport / type=binary,1340,0.1622,0.1619,3.29,0.534,0.1769,0.1475,True
0xb6aff8bbb6b4032f3d2823523d28b71b4daf4219,L1b,Sports / price=0.30-0.50,287,0.2133,0.2086,3.16,0.46,0.2034,0.2231,True
0xb6aff8bbb6b4032f3d2823523d28b71b4daf4219,L1b,Sports / price=0.70-0.90,296,0.0604,0.0655,2.64,0.801,0.0105,0.1103,True
0xb6aff8bbb6b4032f3d2823523d28b71b4daf4219,L2b,Sports / Other sport / price=0.30-0.50,246,0.2302,0.2235,3.19,0.463,0.236,0.2245,True
0xb6aff8bbb6b4032f3d2823523d28b71b4daf4219,L2b,Sports / Other sport / price=0.70-0.90,285,0.0624,0.0676,2.7,0.8,0.02,0.1046,True
0xb6aff8bbb6b4032f3d2823523d28b71b4daf4219,L2l,Sports / Other sport / live,1193,0.1851,0.1844,3.48,0.558,0.2188,0.1515,True
0x03cda5d0dc3352f0aad16e68ea3cde35a5eef368,L2,Sports / Basketball,111,0.1447,0.1254,2.32,0.658,0.1336,0.1555,True
0x03cda5d0dc3352f0aad16e68ea3cde35a5eef368,L3,Sports / Basketball / WNBA,37,0.283,0.1901,2.63,0.676,0.2607,0.3041,True
0x03cda5d0dc3352f0aad16e68ea3cde35a5eef368,L2b,Sports / Basketball / price=0.50-0.70,56,0.2187,0.166,2.42,0.661,0.3058,0.1317,True
0x03cda5d0dc3352f0aad16e68ea3cde35a5eef368,L2b,Sports / Soccer / price=0.70-0.90,37,0.1345,0.0937,2.28,0.892,0.1571,0.1132,True
0x03cda5d0dc3352f0aad16e68ea3cde35a5eef368,L2l,Sports / Basketball / live,109,0.1504,0.1299,2.38,0.661,0.1458,0.1549,True
0xe337f5a28e9c530a676c959a1888ba5368664ad6,L1,Sports,2490,0.2435,0.2435,3.82,0.758,0.387,0.1,True
0xe337f5a28e9c530a676c959a1888ba5368664ad6,L2,Sports / Soccer,2066,0.1962,0.1967,3.5,0.77,0.2799,0.1126,True
0xe337f5a28e9c530a676c959a1888ba5368664ad6,L3,Sports / Soccer / FIFA World Cup,669,0.3559,0.3527,2.15,0.786,0.3711,0.3408,True
0xe337f5a28e9c530a676c959a1888ba5368664ad6,L3,Sports / Soccer / Liga MX 2025,305,0.2299,0.2307,4.42,0.807,0.1576,0.3017,True
